Ad ID,Advanced Demographics,AgeBracket,BillingAddress,Closed Date,No. of target critereas used,Number of Ads,Globe,% Impressions,Calculation1,Calculation2,Age,Interests ,Gender ,Language ,OS type ,Advanced demographics,Segments ,Location,Year of AD,Spend per Impression,Number of countries,Icon,Total impressions,CandidateBallotInformation,Country,Creative Properties,CreativeUrl,Electoral District,EndDate,Gender,Impressions,Interests,Language - Split 1,Language - Split 2,Language,Location Zip code,Location T,Location MA,Location ED,Location R,Location Type,Metro Area,Number of Records,OS Type,OrganizationName,PayingAdvertiserName,Region,Segments,Spend,StartDate,Targeting Geo - Postal Code
797d83ed77d0220bc3d0b70f10448d841135fb465ead47b99aa844236a2509ee,,18+,"290 Summer St.,Yarmouth Port,02675,US",1/1/2999 12:00:00 AM,3,1,,0.000413112,,,1,0,0,1,0,0,1,0,1/1/2019,0.001122020,1,,7130,,Netherlands,web_view_url:https://secure.ifaw.org/nederland/aanmelden/?ms=NONDF190723070&cid=7012A0000012tTF,https://www.snap.com/political-ads/asset/4b54acc21a2fb5117f196db9a06ef409171e5359f08f1d486956112d153d9ce1?mediaType=mp4,,,,7130,,nl,,nl,0,0,0,0,0,,,1,,International Fund for Animal Welfare,ifaw,,Provided by Advertiser,8,8/9/2019 1:38:06 PM,
a79ff56dd5c69d76ea089b98042c7e606795446a16198236490b2b1146bda2f6,,18+,"1730 Rhode Island Ave NW Suite 1014,Washington,20036,US",4/16/2019 3:49:19 PM,1,1,,0.002471370,,,1,0,0,0,0,0,0,0,1/1/2019,0.002321002,1,,42654,,United states,web_view_url:https://www.jayinslee.com/join?source=Snapchat&subsource=17,https://www.snap.com/political-ads/asset/bcbda396ccbf1e9d135aae43b3c1cfd40e7d7b68eff838db0b2cb51e873dda89?mediaType=mp4,,4/16/2019 3:49:19 PM,,42654,,,,,0,0,0,0,0,,,1,,Blueprint Interactive,ACT NOW ON CLIMATE,,,99,3/20/2019 1:17:19 PM,
24c0ecbb96e0390adc3b633668a7610de0926c1f745012cc6a897613b36fd4b0,,18-30,US,1/1/2999 12:00:00 AM,2,1,,0.000322552,,,1,0,0,0,0,0,0,1,1/1/2019,0.009161128,1,,5567,,United states,web_view_url:https://unrestrictmn.org/?utm_source=PaidSocial&utm_medium=Snapchat&utm_campaign=LeadGen&utm_term=LeadGenAdEngagement&utm_content=HealthCenters_Vert_6s,https://www.snap.com/political-ads/asset/ba9c8c1d55fd6b9874102fdbd75c64b3d2500cc965477686d8b51fb7dc4680f3?mediaType=mp4,,,,5567,,,,,0,0,0,0,1,,,1,,UnRestrict Minnesota,UnRestrict Minnesota,Minnesota,,51,9/19/2019 8:43:21 PM,
15622a05b42b42b600c1030963375b2286061f93fce6038c692f6371479ea2dd,,18-34,"Kings Manor,Newcastle,NE16PA,GB",5/21/2019 11:00:02 PM,3,1,,0.104614265,,,1,0,0,1,0,0,1,0,1/1/2019,0.001384609,1,,1805564,,United kingdom,,https://www.snap.com/political-ads/asset/a9a537effe2df1cf6936ed312586bdb7dd139329e0b09e5b3d49ed5e0fa4681a?mediaType=mp4,,5/21/2019 11:00:02 PM,,1805564,,en,,en,0,0,0,0,0,,,1,,The Labour Party,The Labour Party,,Provided by Advertiser,2500,5/18/2019 10:25:55 AM,
62b2cdcb85d7cb864739d84588ecbe9974ebf1fe1fefeb1c9a8dbc9388acba11,,18-25,"Banken,Frosta,7633,NO",9/4/2019 6:42:57 AM,4,1,,0.004404942,,,1,0,0,1,0,0,1,1,1/1/2019,0.001841475,1,,76026,,Norway,web_view_url:https://www.krf.no/politikk/vare-hovedsaker/,https://www.snap.com/political-ads/asset/f99da00f2fcae8c93129ba4fcfb9d44a8f294c09c5c81cf99de682ceb1455de5?mediaType=mp4,,9/4/2019 6:42:57 AM,,76026,,nb,,nb,0,0,0,0,1,,,1,,Influence Me AS,Kristelig Folkeparti,Nord - Trondelag,Provided by Advertiser,140,8/28/2019 6:42:57 AM,
5e4fac9ab38b64b134a7b91b99e95155c3f6c32148ce2f714aa60876e16afbbe,,18+,"Po Box 21600,Washington,20009,US",5/22/2019 4:00:00 PM,2,1,,0.000278749,,,1,1,0,0,0,0,0,0,1/1/2019,0.007690709,1,,4811,,United states,web_view_url:https://act.betoorourke.com/survey/ads-snapchat-survey/?source=ads-ea-snapchat-survey-20190513-surveylalmale-Natl-a20001,https://www.snap.com/political-ads/asset/74aa6de41553994144a5c4e0f6c27ae3df144ba79965f5e9d3e59e67cede36ec?mediaType=png,,5/22/2019 4:00:00 PM,,4811,Collegiates,,,,0,0,0,0,0,,,1,,"Middle Seat Consulting, LLC",Beto for America,,,37,5/8/2019 4:00:00 PM,
88845065cd842ff4fb8a36e3152634c40fbd76272be01bfb520863278a57e7c6,,18-25,"Hausmanns gate 19,Oslo,0188,NO",9/9/2019 1:56:44 PM,3,1,,0.013046104,,,1,0,0,1,0,0,1,0,1/1/2019,0.003579581,1,,225166,,Norway,web_view_url:https://www.mdg.no/er_de_gronne_bare_for_byfolk,https://www.snap.com/political-ads/asset/97ed7874402ee04decde03a17d15f7feb5b6b5c88edddb08ccf8de2b92dffaf3?mediaType=mp4,,9/9/2019 1:56:44 PM,,225166,,nb,,nb,0,0,0,0,0,,,1,,Miljøpartiet De Grønne,Miljøpartiet De Grønne,,Provided by Advertiser,806,8/30/2019 1:56:44 PM,
8fecadd36ffdcc261ea1ff0083caa0fe0d906a0119f5bd10e27d7cc8575862b7,,18+,"1640 Rhode Island Ave. NW, Suite 600,Washington,20036,US",1/1/2999 12:00:00 AM,2,1,,1.344206543e-05,,,1,0,0,0,0,0,0,1,1/1/2019,0,1,,232,,United states,web_view_url:https://register2.rockthevote.com/?partner=101&source=CK-VPC-OVR20-SC-RTV.A02-KY-Zips-BO-18.35,https://www.snap.com/political-ads/asset/64bab9624ce248525bbb225f58eb04191b812910e3799c25c88722197f206fd5?mediaType=png,,,,232,,,,,1,0,0,0,0,,,1,,Chong and Koster,Voter Participation Center,,,0,9/4/2019 10:42:40 PM,"42334,41052,40363,40110,41135,40473,41426,40743,42742,41421,42216,40816,42221,41713,40844,41271,40921,40062,40995,42326,41663,40930,42288,42720,41736,41517,40964,40801,42219,41859,41351,41772,42444,42558,41390,41778,41502,41397,42460,42070,40317,42356,40730,40932,40410,42702,41105,41538,41760,41065,40944,41096,42502,42063,42124,40452,42037,40157,42715,42157,40481,42040,40826,42458,41268,42764,41821,42354,41264,42069,41124,40316,42782,42214,41660,40862,41622,42232,40827,41554,41257,40012,41044,41826,42265,40870,40140,41837,42371,41659,42154,41234,41558,41214,41650,41845,41655,41604,40923,41352,41838,40953,41743,40943,41385,41260,40840,41564,41727,41547,42440,42603,41274,41669,41360,41834,41365,40824,41267,41616,41528,41839,41544,42207,42055,42436,40075,42413,40142,41010,42372,40387,40372,41531,41238,40068,40370,41121,42452,42027,42058,41003,41007,40379,41093,42409,42020,41033,40104,42044,42716,42647,40472,40734,41216,42159,40056,40737,40146,42217,40810,42455,42078,40144,40011,41749,42721,41640,40740,42351,42352,40759,41719,40828,41332,40111,42056,41722,42031,41231,41183,40442,41831,42519,40404,40313,40507,40121,40050,42724,40071,40059,41091,42366,41051,42567,41001,42167,41472,40311,41040,42743,40744,41143,40359,40031,41230,40337,42029,41465,40456,41144,40051,40360,40175,41017,41031,41102,40356,42127,40067,40324,40069,41522,42445,40769,41537,42765,40351,42748,41701,40513,40475,41301,42001,40033,42071,40219,42301,42437,40208,40203,40422,42276,41240,41011,41015,40211,41018,41016,40272,41014,40210,40508,40160,40070,41712,41250,42361,42083,40152,41810,41571,42333,40052,40845,42565,41605,40178,41254,40464,41819,40010,42339,41764,42541,42753,42054,41263,42035,40915,42762,41180,42123,41754,41159,41204,42344,40077,40022,42236,41132,41166,42156,41034,41824,41615,41855,41777,42275,42280,41232,41763,41527,41540,41632,40115,40949,41804,41464,42273,42516,41731,41740,41146,42722,40145,42451,42741,40358,42453,41559,41631,42028,42085,41619,41513,40009,41729,40040,42566,41832,41601,42285,40868,40445,42321,41535,41642,40902,40939,41602,41843,41828,41503,40807,41759,42367,40346,41815,40813,41563,41560,40820,41408,40914,42204,41835,41203,41862,41606,41512,41836,41721,41817,40927,40958,41555,41825,41667,41568,42533,40847,41566,40863,41714,41766,41524,40819,40988,41725,41548,40903,40865,40856,42323,40041,41149,41567,41085,40763,40855,40280,41543,40348,41651,41666,41844,40310,40940,41840,41317,41607,40155,41746,40526,41847,41636,41367,42081"
711f1f97d0fc307483fb8c628b7ed680d2ea45a2578e361e72cbc3944b2735e5,,18-30,US,1/1/2999 12:00:00 AM,4,1,,6.199573279e-06,,,1,1,0,0,0,0,1,1,1/1/2019,0.009345794,1,,107,,United states,web_view_url:https://unrestrictmn.org/?utm_source=PaidSocial&utm_medium=Snapchat&utm_campaign=Awareness&utm_term=AwarenessCommercialNewUsers&utm_content=95Percent_Vert_6s,https://www.snap.com/political-ads/asset/f919335b13b47b1f664ba237aa2b806b4097e22f1e60597f9591d22c59cc346b?mediaType=mp4,,,,107,"Green Living Enthusiasts,Hipsters & Trendsetters,Political News Watchers,Wellness & Healthy Lifestyle,Eco-Conscious Shoppers,TV Network Viewers (BBC America),TV Network Viewers (CNN),TV Network Viewers (Comedy Central),TV Network Viewers (MSNBC)",,,,0,0,0,0,1,,,1,,UnRestrict Minnesota,UnRestrict Minnesota,Minnesota,Provided by Advertiser,1,9/19/2019 5:56:37 PM,
aa86d90a6b770aded40e9d1b8b7548aaae05bf9b538caeaf56f350adc6946b22,,16+,"Stortingsgaten 20,Oslo,0161,NO",8/3/2019 10:38:13 AM,2,1,,0.097647567,,,1,0,0,0,0,0,1,0,1/1/2019,0.001467374,1,,1685324,,Norway,,https://www.snap.com/political-ads/asset/a78e6ad7120dec666436b30f3b2bf19a45c50f08b2d990c918a10feb51db4a05?mediaType=mp4,,8/3/2019 10:38:13 AM,,1685324,,,,,0,0,0,0,0,,,1,,Høyre,Høyre,,Provided by Advertiser,2473,6/27/2019 10:38:11 AM,
8e416d0368af5daa2f28a090bf11b197fa081cf650c5aea3dc95c62995720b7f,,18-19,US,1/1/2999 12:00:00 AM,3,1,,0.012557438,,,1,0,0,1,0,0,0,1,1/1/2019,0.003202111,1,,216732,,United states,web_view_url:https://www.glsen.org/article/encuesta-sobre-el-ambiente-escolar-2019,https://www.snap.com/political-ads/asset/128688613f46978732b3bb9b712f4bb1b631470fb9ea151263965ed23c04763c?mediaType=mp4,,,,216732,,es,,es,0,0,1,0,0,,Laredo,1,,GLSEN,GLSEN,,,694,7/15/2019 2:55:12 PM,
b0577f11a91b3f6c2bacd56c595008cf103177b4fa364b36cc43349b7eb47280,,18+,US,11/5/2019 11:00:00 PM,1,1,,0.001178267,,,1,0,0,0,0,0,0,0,1/1/2019,0.003786389,1,,20336,Get out the vote,United states,web_view_url:https://iwillvote.com/,https://www.snap.com/political-ads/asset/22e60a52d1546aa8e727f6a59ce5cdffba2ca6db77ba839315f7c1e5a6371a4e?mediaType=png,,11/5/2019 11:00:00 PM,,20336,,,,,0,0,0,0,0,,,1,,ACRONYM,ACRONYM,,,77,10/17/2019 8:12:15 PM,
7599dc9f744f64d2c54e106d9ea07b90c33b0aa7cdda53b4d81d270c0969d8be,,21+,US,6/30/2019 3:59:59 AM,4,1,,0.020651010,,,1,0,0,1,0,0,1,1,1/1/2019,0.003007679,1,,356421,,United states,web_view_url:https://www.mass.gov/learn-about-marijuana?utm_source=Snapchat&utm_campaign=MJ2019Parent&utm_medium=SnapAd&utm_term=static&utm_content=plants,https://www.snap.com/political-ads/asset/bdfd0cc1b5e9d8ab4b701eed2519db40928824324c87ba876ea7892fc755b9bd?mediaType=jpg,,6/30/2019 3:59:59 AM,,356421,,en,,en,0,0,0,0,1,,,1,,MORE Advertising,Cannabis Control Commission,Massachusetts,Provided by Advertiser,1072,3/24/2019 4:00:00 AM,
ebac681c3f5afdfb9d30dccc6d658b1b0a8e7f3ddc30fea9f9d0e3be3d0fb8af,,18+,"1730 Rhode Island Ave NW Suite 1014,Washington,20036,US",4/16/2019 3:49:19 PM,1,1,,0.042673691,,,1,0,0,0,0,0,0,0,1/1/2019,0.002746716,1,,736516,,United states,web_view_url:https://www.jayinslee.com/join?source=snapchat&subsource=85,https://www.snap.com/political-ads/asset/27deb1dda17b7c0daf6b8967b33926618db1dde41903c1a1f58e017243b02e43?mediaType=png,,4/16/2019 3:49:19 PM,,736516,,,,,0,0,0,0,0,,,1,,Blueprint Interactive,ACT NOW ON CLIMATE,,,2023,3/20/2019 1:17:19 PM,
0d105d91140112b20854d1d77e79d106417ed33b124a9edaeb233c269ab472f0,,18-30,US,1/1/2999 12:00:00 AM,4,1,,3.401074313e-05,,,1,1,0,0,0,0,1,1,1/1/2019,0.010221465,1,,587,,United states,web_view_url:https://unrestrictmn.org/?utm_source=PaidSocial&utm_medium=Snapchat&utm_campaign=Awareness&utm_term=AwarenessCommercialNewUsers&utm_content=AccessHC_Vert_6s,https://www.snap.com/political-ads/asset/938f81a5197740ee30d85038df53ec4e4da381fd34982d33e0ad2fe47224a8fb?mediaType=mp4,,,,587,"Green Living Enthusiasts,Hipsters & Trendsetters,Political News Watchers,Wellness & Healthy Lifestyle,Eco-Conscious Shoppers,TV Network Viewers (BBC America),TV Network Viewers (CNN),TV Network Viewers (Comedy Central),TV Network Viewers (MSNBC)",,,,0,0,0,0,1,,,1,,UnRestrict Minnesota,UnRestrict Minnesota,Minnesota,Provided by Advertiser,6,9/19/2019 5:56:37 PM,
968aa07340ea8b5ce8080b3298307613d75384c31739bf69de914be29f2c30c5,,16-19,"Skt. Petri Passage 52 ,København K,1165,DK",10/13/2019 9:23:58 PM,3,1,,0.042605727,,,1,0,1,0,0,0,1,0,1/1/2019,0.002139138,1,,735343,,Denmark,,https://www.snap.com/political-ads/asset/2555cff2e27ee913164ecbee885de156cbe79c4c5f37d9633fdbe0b27400cd38?mediaType=mp4,,10/13/2019 9:23:58 PM,FEMALE,735343,,,,,0,0,0,0,0,,,1,,Reprise Media,Sundhedsstyrelsen,,Provided by Advertiser,1573,9/23/2019 12:23:41 PM,
3a8fa0fa1db6b1f2c4d2ddaf88c520301d27530cf0fd649897fdabdd4dd89657,,14-16,DK,1/31/2019 9:00:00 AM,3,1,,0.001948868,,,1,0,0,1,0,0,1,0,1/1/2019,0.001545963,1,,33636,,Denmark,web_view_url:http://www.vu.dk/aktiv,https://www.snap.com/political-ads/asset/a7fc51978adf3ebceca19ceb190813f37714722a30da81e7d448b81f1937bea3?mediaType=mp4,,1/31/2019 9:00:00 AM,,33636,,da,,da,0,0,0,0,0,,,1,,Venstres Ungdom,Venstres Ungdom,,Provided by Advertiser,52,1/26/2019 11:00:00 PM,
52dc0bb21a9b020f4b38de9e7d5c93982af6258c22edc352160858389f3656be,,18+,"1640 Rhode Island Ave. NW, Suite 600,Washington,20036,US",8/31/2019 3:59:59 AM,3,1,,0.000683865,,,1,0,0,0,0,0,1,1,1/1/2019,0.002457002,1,,11803,,United states,web_view_url:https://register.vote.org/?partner=243304&campaign=CK-VPC-OVR20-SC-VDO.A01-KY-Zips-BO-13.35,https://www.snap.com/political-ads/asset/f7e763a4321c566aa482d0ff77a775c61bde8f12b460770969971d315569025f?mediaType=png,,8/31/2019 3:59:59 AM,,11803,,,,,1,0,0,0,0,,,1,,Chong and Koster,Voter Participation Center,,Provided by Advertiser,29,9/4/2019 4:00:00 AM,"42334,41052,40363,40110,41135,40473,41426,40743,42742,41421,42216,40816,42221,41713,40844,41271,40921,40062,40995,42326,41663,40930,42288,42720,41736,41517,40964,40801,42219,41859,41351,41772,42444,42558,41390,41778,41502,41397,42460,42070,40317,42356,40730,40932,40410,42702,41105,41538,41760,41065,40944,41096,42502,42063,42124,40452,42037,40157,42715,42157,40481,42040,40826,42458,41268,42764,41821,42354,41264,42069,41124,40316,42782,42214,41660,40862,41622,42232,40827,41554,41257,40012,41044,41826,42265,40870,40140,41837,42371,41659,42154,41234,41558,41214,41650,41845,41655,41604,40923,41352,41838,40953,41743,40943,41385,41260,40840,41564,41727,41547,42440,42603,41274,41669,41360,41834,41365,40824,41267,41616,41528,41839,41544,42207,42055,42436,40075,42413,40142,41010,42372,40387,40372,41531,41238,40068,40370,41121,42452,42027,42058,41003,41007,40379,41093,42409,42020,41033,40104,42044,42716,42647,40472,40734,41216,42159,40056,40737,40146,42217,40810,42455,42078,40144,40011,41749,42721,41640,40740,42351,42352,40759,41719,40828,41332,40111,42056,41722,42031,41231,41183,40442,41831,42519,40404,40313,40507,40121,40050,42724,40071,40059,41091,42366,41051,42567,41001,42167,41472,40311,41040,42743,40744,41143,40359,40031,41230,40337,42029,41465,40456,41144,40051,40360,40175,41017,41031,41102,40356,42127,40067,40324,40069,41522,42445,40769,41537,42765,40351,42748,41701,40513,40475,41301,42001,40033,42071,40219,42301,42437,40208,40203,40422,42276,41240,41011,41015,40211,41018,41016,40272,41014,40210,40508,40160,40027,40036,42201,40350,41226,42759,40170,41201,40063,40434,42163,41160,42374,40171,42338,42130,40492,40161,40007,42131,40355,42135,42033,42788,42153,41366,42252,40982,41833,42152,41848,41775,40025,42151,40983,42022,42047,41561,40843,40979,41762,41368,40808,41520,42060,42463,40755,40941,40803,40334,40955,40849,41142,40818,41739,42457,40874,41542,41745,42369,40946,40153,41364,41812,41181,41849,40858,40058,41735,41751,41861,42254,40020,41621,41526,42631,40506,42032,40913,41534,41643,41310,42755,40997,40048,40049,41173,40319,40292,40448,40209,42638,41549,42370,40018,41413,42061,42332,41386,40366,40588,40951,40830,40488,41612,42402,42002,41702,40376,41451,42719,40829,40357,42758,40339,41062,40392,40702,42102,40061,40460"
4037e1899dd29dc564f4ad4b9676f473df725d6436b2e5457b92079eaf183439,,18+,"290 Summer St.,Yarmouth Port,02675,US",1/1/2999 12:00:00 AM,3,1,,0.000988977,,,1,0,0,1,0,0,1,0,1/1/2019,0.001054543,1,,17069,,Netherlands,web_view_url:https://www.ifaw.org/nl/action/overstromingen-help-dieren/?ms=NONDF190723070&cid=7012A0000012tTF,https://www.snap.com/political-ads/asset/9a2d8ce178278b01f4fc11f1d11f7917af8a8b75c4f11b902ebc4ce705455fc0?mediaType=png,,,,17069,,nl,,nl,0,0,0,0,0,,,1,,International Fund for Animal Welfare,ifaw,,Provided by Advertiser,18,8/9/2019 1:28:53 PM,
806b40a43d0d241b01a0da20f19937b10ebbca747e55b3c0fdcf62935ee0805c,,18+,"290 Summer St.,Yarmouth Port,02675,US",1/1/2999 12:00:00 AM,3,1,,0.000154989,,,1,0,0,1,0,0,1,0,1/1/2019,0.000747664,1,,2675,,Netherlands,web_view_url:https://secure.ifaw.org/nederland/aanmelden/?ms=NONDF190723070&cid=7012A0000012tTF,https://www.snap.com/political-ads/asset/4b54acc21a2fb5117f196db9a06ef409171e5359f08f1d486956112d153d9ce1?mediaType=mp4,,,,2675,,nl,,nl,0,0,0,0,0,,,1,,International Fund for Animal Welfare,ifaw,,Provided by Advertiser,2,8/9/2019 1:38:06 PM,
101e18ae0f89cea67c920b7bb38cbe4fa2173de312ae50ee19703f805a9ab0cc,,21+,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",8/8/2019 6:59:59 AM,4,1,,0.012703737,,,1,1,1,1,0,0,0,0,1/1/2019,0.001121971,1,,219257,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/71e1ab5633f1d2024615d6ccf249c2c49e0c3acf78e81137cc5bbd6595f4db2c?mediaType=mp4,,8/8/2019 6:59:59 AM,MALE,219257,"Arts & Culture Mavens,Green Living Enthusiasts,News Watchers,Outdoor & Nature Enthusiasts,Parents & Family-Focused,Philanthropists",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,246,6/3/2019 7:00:00 AM,
a275b7a3eea7212345459d940079fb686eb89087a552f812f6a705acbf1d3888,,14-19,"Skt. Petri Passage 52 ,København K,1165,DK",9/8/2019 8:24:22 PM,3,1,,0.027394813,,,1,0,1,0,0,0,1,0,1/1/2019,0.001579902,1,,472814,,Denmark,,https://www.snap.com/political-ads/asset/a791a33e7f547e8db3622e8bbc69d2dc04697709a55d03cb8edee4f3629f7f4b?mediaType=mp4,,9/8/2019 8:24:22 PM,FEMALE,472814,,,,,0,0,0,0,0,,,1,,Reprise Media,Sundhedsstyrelsen,,Provided by Advertiser,747,8/8/2019 9:25:09 AM,
7aa0a3ceabfc4933141ed2482d0dd80c84227dae10734ded07989e4ceb0d5f5b,,18-30,US,1/1/2999 12:00:00 AM,2,1,,0.000209395,,,1,0,0,0,0,0,0,1,1/1/2019,0.003043719,1,,3614,,United states,web_view_url:https://unrestrictmn.org/?utm_source=PaidSocial&utm_medium=Snapchat&utm_campaign=Traffic&utm_term=TrafficLookalike&utm_content=74Percent_J_Vert_6s,https://www.snap.com/political-ads/asset/da2a7eeac0ee6531adb946c802a0cd47d25603dacd3338dcb74167b5d6c326e9?mediaType=mp4,,,,3614,,,,,0,0,0,0,1,,,1,,UnRestrict Minnesota,UnRestrict Minnesota,Minnesota,,11,9/17/2019 8:42:15 PM,
43e691d2f4e5378158e5a227ddfc2eeabd70169797e69cdea3c03ab636889123,,35++,"729 Thimble Shoals Blvd Ste 1B,Newport News,23606,US",1/1/2999 12:00:00 AM,4,1,,0.064512180,,,1,1,0,1,0,0,1,0,1/1/2019,0.003385927,1,,1113432,,United states,web_view_url:https://arcacobra.lpages.co/4969?ppe=EMAIL,https://www.snap.com/political-ads/asset/460189a8cffaaaf9556d515c07e7a52131f65510dc66b6048c5c234f8ed0cfad?mediaType=png,,,,1113432,"News Watchers,Political News Watchers",en,,en,0,0,0,0,0,,,1,,"ArcaMax Publishing, Inc",ArcaMax Publishing Inc,,Provided by Advertiser,3770,5/16/2019 2:27:13 PM,
e66035e9f6e14af24133544c855462ffb79b746ccfd5848087fb08007c3857c0,,,US,9/9/2019 3:59:01 AM,3,1,,0.002575546,,,0,1,0,0,0,0,1,1,1/1/2019,0.000629893,1,,44452,,United states,,https://www.snap.com/political-ads/asset/8166762ca885d98904345459e6646d85ceb8af5f58a74fa5a33828123a29e073?mediaType=mp4;https://www.snap.com/political-ads/asset/24e39384512cb23b374bb840fa3400c864fb58bf64cfd07d8ed19bcfc2496a28?mediaType=mp4;https://www.snap.com/political-ads/asset/ac07e1962c47cd020caeed1b308aeb35ba3ca2c510768781016611ed1ddfa511?mediaType=mp4;https://www.snap.com/political-ads/asset/4406c047b4bb4d3f08a865e8401111d32373a1c07af39f815f2e22114da37e7f?mediaType=mp4;https://www.snap.com/political-ads/asset/1440cb16adedd63cb0ab03f3e662bd1b9b76dbc85538cb1bd706f95a30233205?mediaType=mp4;https://www.snap.com/political-ads/asset/0d70cb614d3fef0e324a5fa5d506c10f09c793041c0196529ed4c2d0c97400af?mediaType=mp4;https://www.snap.com/political-ads/asset/532514f55e557f9c7a0179bd02d1935f976fc7308b669cc008926b0b0869998b?mediaType=mp4;https://www.snap.com/political-ads/asset/646808671751b91aeaa797f640446a15c3346aacf4c3dcabe7b413d3cc84c3c7?mediaType=mp4;https://www.snap.com/political-ads/asset/107154fc61cb5a339a4a9a349238b123975dedd2bc8b5b021c33921b5d9eea90?mediaType=mp4,,9/9/2019 3:59:01 AM,,44452,"Adventure Seekers,Beachgoers & Surfers,Cycling Enthusiasts,Outdoor & Nature Enthusiasts,Pet & Animal Lovers,Outdoor Sports Gear Shoppers,Outdoorsy Destinations",,,,0,0,0,0,1,,,1,,Southern Environmental Law Center,SELC,Alabama,Provided by Advertiser,28,8/16/2019 6:21:01 PM,
d42290e7a98a8400e3408e92457d8678758d1cbc852d866070ec0e16af02f014,,,"1730 Rhode Island Ave NW Suite 1014,Washington,20036,US",10/16/2019 8:00:36 PM,1,1,,0.000162695,,,0,0,0,0,0,0,0,1,1/1/2019,0.006054131,1,,2808,,United states,web_view_url:https://actionnetwork.org/forms/uwda-joinus,https://www.snap.com/political-ads/asset/07575532dc6eb46b2930f7ec3b7866460080546bf6a122a5c4e0f511b146d315?mediaType=mp4,,10/16/2019 8:00:36 PM,,2808,,,,,0,0,0,0,1,,,1,,Blueprint Interactive,United We Dream Action,Arizona,,17,9/18/2019 1:01:36 PM,
19613245f2eb925fb0463eab35fb0ea88c8088587612d733cae2c20d9b971b9d,,18-34,"4th Floor, Nova House,Edinburgh,EH3 9QQ,GB",10/1/2019 6:59:59 AM,5,1,,0.018606078,,,1,1,1,0,0,0,1,1,1/1/2019,0.001339034,1,,321127,,United kingdom,web_view_url:http://www.wecanstopit.co.uk/?utm_campaign=rape_2019&utm_medium=social&utm_source=snapchat&utm_content=stories_text&utm_term=,https://www.snap.com/political-ads/asset/8d438479178b0d88c21f18f01d9e3803cb7db936c375b3b06eacf7c7ea8ed5e3?mediaType=mp4,,10/1/2019 6:59:59 AM,MALE,321127,Clubbers & Party People,,,,0,0,1,0,0,,Stv Central (scottish),1,,Republic of Media Ltd.,Police Scotland,,Provided by Advertiser,430,9/2/2019 4:00:00 PM,
bde324a26a5977c2621b0ce9d7ee99059ba2ef59f32a50f3eccd52c89dc6ca40,,,"202-120 Eglinton Avenue East,Toronto,M4P1E2,CA",8/8/2019 6:59:59 AM,2,1,,0.009982877,,,0,1,0,1,0,0,0,0,1/1/2019,0.002536318,1,,172297,,Canada,web_view_url:https://plancanada.ca/ChangeTheBirthStory?utm_campaign=SHOW&utm_source=snapchat-cpe&utm_medium=social,https://www.snap.com/political-ads/asset/69023fc90bde41590e4fd087b5f127043cf34764de9684954ea1357c32a15d41?mediaType=mov,,8/8/2019 6:59:59 AM,,172297,"Advocates & Activists,Do-It-Yourselfers,Crime & Mystery Genre Fans,Fun Trivia & Quiz Fanatics,Hipsters & Trendsetters,Home Decoristas,Math & Science Enthusiasts,Wellness & Healthy Lifestyle",en,,en,0,0,0,0,0,,,1,,The Aber Group,Plan International Canada,,,437,8/1/2019 9:50:20 PM,
f79f03496491eb89afde0e5127f26abee76c17a15fb05e4c7eca679906b673d1,,,US,6/25/2019 3:59:59 AM,3,1,,0.001833683,,,0,1,0,0,0,0,1,1,1/1/2019,0.001927452,1,,31648,,United states,web_view_url:https://www.southernenvironment.org/protect-our-coast-now#petition?utm_campaign=p-OD_Acquisition&utm_content=SnapAd&utm_source=snap&utm_medium=soc,https://www.snap.com/political-ads/asset/4881957a04ef8c9c5bcafef7d92bc0bb4d5c9e0eb47ef9e1ffd89169a5346a8e?mediaType=mp4,,6/25/2019 3:59:59 AM,,31648,"Advocates & Activists,Green Living Enthusiasts,Philanthropists,Eco-Conscious Shoppers,Home Movie Viewers (Documentary),TV Network Viewers (MSNBC)",,,,0,0,0,0,1,,,1,,Southern Environmental Law Center,SELC,Virginia,Provided by Advertiser,61,5/24/2019 4:00:28 AM,
82fec3aee159efcdfad3b1951bdc4d0ede335965ae69d4694a788b4416638ff7,,18+,"32 Avenue of the Americas,New York,10013,US",4/4/2019 3:59:59 AM,3,1,,0.017451625,,,1,1,0,1,0,0,0,0,1/1/2019,0.007420269,1,,301202,,United states,web_view_url:https://www.benjerry.com/values/issues-we-care-about/justice-remixd/?utm_medium=paidsocial&utm_source=snap&utm_name=bj_socialmission_criminaljusticereform_leadgen&utm_term=tv-viewers&utm_content=snapad&utm_topic=f'invalues&utm_content_type=still&utm_objective=convert&utm_root=d,https://www.snap.com/political-ads/asset/919f0438e89b03b484455bad9c393c892dea773b63c68947314212c23b3474a0?mediaType=jpg,,4/4/2019 3:59:59 AM,,301202,Advocates & Activists,en,,en,0,0,0,0,0,,,1,,Unilever US - 360i,Ben & Jerry's,,,2235,3/20/2019 1:00:00 PM,
